customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,is elderly,is_elderly
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly,True,True
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly,True,True
1798,62,Male,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly,True,True
1804,60,Male,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,No,33,Venmo,Fortnightly,True,True
1809,67,Male,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly,True,True
1823,66,Male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually,True,True
1824,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly,True,True
1832,62,Male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,True,True
1833,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly,True,True
1836,65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly,True,True
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly,True,True
1843,61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually,True,True
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually,True,True
1847,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly,True,True
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually,True,True
1857,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly,True,True
1874,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly,True,True
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly,True,True
1876,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly,True,True
1878,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually,True,True
1888,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly,True,True
1889,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly,True,True
1892,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly,True,True
1901,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly,True,True
1908,69,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months,True,True
1912,65,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly,True,True
1924,64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually,True,True
1927,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3.0,No,Express,No,No,6,PayPal,Annually,True,True
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly,True,True
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months,True,True
1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months,True,True
1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly,True,True
1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly,True,True
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly,True,True
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly,True,True
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly,True,True
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly,True,True
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly,True,True
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly,True,True
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly,True,True
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly,True,True
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly,True,True
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,No,29,Debit Card,Quarterly,True,True
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months,True,True
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly,True,True
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,True,True
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly,True,True
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly,True,True
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly,True,True
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly,True,True
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly,True,True
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly,True,True
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly,True,True
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually,True,True
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly,True,True
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually,True,True
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months,True,True
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly,True,True
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly,True,True
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly,True,True
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly,True,True
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly,True,True
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually,True,True
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly,True,True
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months,True,True
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly,True,True
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly,True,True
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months,True,True
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months,True,True
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly,True,True
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly,True,True
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly,True,True
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly,True,True
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly,True,True
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly,True,True
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly,True,True
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly,True,True
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,True,True
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,True,True
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,True,True
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,True,True
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,True,True
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,True,True
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,True,True
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,True,True
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,True,True
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,True,True
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,True,True
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,True,True
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,True,True
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually,True,True
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,True,True
2298,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly,True,True
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,True,True
2306,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly,True,True
2310,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,True,True
2314,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly,True,True
2316,69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly,True,True
2319,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually,True,True
2327,66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually,True,True
2331,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months,True,True
2332,61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,True,True
2339,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,No,Express,No,No,21,PayPal,Quarterly,True,True
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly,True,True
2350,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months,True,True
2353,70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,True,True
2364,60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly,True,True
2365,62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly,True,True
2368,66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,True,True
2372,67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually,True,True
2375,69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly,True,True
2376,60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly,True,True
2382,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually,True,True
2391,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly,True,True
2396,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,True,True
2399,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly,True,True
2404,64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40,Debit Card,Weekly,True,True
2406,69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5.0,No,Standard,No,No,5,Debit Card,Quarterly,True,True
2414,69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,No,30,Bank Transfer,Weekly,True,True
2427,70,Male,Jacket,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,Every 3 Months,True,True
2429,65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually,True,True
2446,63,Male,Scarf,Accessories,96,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,No,50,Cash,Weekly,True,True
2451,68,Male,T-shirt,Clothing,76,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,No,7,Venmo,Quarterly,True,True
2453,68,Male,Shirt,Clothing,67,New York,L,Purple,Winter,4.1,No,Express,No,No,45,Bank Transfer,Every 3 Months,True,True
2459,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,No,17,Bank Transfer,Weekly,True,True
2463,68,Male,Pants,Clothing,99,Missouri,XL,Orange,Spring,4.3,No,Standard,No,No,31,Bank Transfer,Bi-Weekly,True,True
2464,60,Male,Blouse,Clothing,21,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,No,25,Cash,Bi-Weekly,True,True
2469,65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,Weekly,True,True
2470,68,Male,Sandals,Footwear,92,Maryland,M,Yellow,Fall,5.0,No,Standard,No,No,27,PayPal,Annually,True,True
2476,69,Male,Dress,Clothing,43,California,S,Lavender,Summer,3.5,No,Next Day Air,No,No,36,Venmo,Monthly,True,True
2477,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,28,Cash,Monthly,True,True
2481,61,Male,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,Fortnightly,True,True
2483,69,Male,Handbag,Accessories,87,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,Every 3 Months,True,True
2485,60,Male,Hoodie,Clothing,97,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,Every 3 Months,True,True
2487,61,Male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,Fortnightly,True,True
2490,66,Male,Coat,Outerwear,34,South Dakota,M,Green,Winter,3.9,No,Express,No,No,50,Venmo,Quarterly,True,True
2492,63,Male,Handbag,Accessories,47,North Carolina,M,Magenta,Spring,2.5,No,Express,No,No,15,Bank Transfer,Monthly,True,True
2497,67,Male,Scarf,Accessories,79,Illinois,S,Yellow,Summer,3.2,No,Store Pickup,No,No,37,Credit Card,Weekly,True,True
2504,69,Male,Boots,Footwear,77,Ohio,M,Violet,Summer,2.5,No,Store Pickup,No,No,5,Debit Card,Bi-Weekly,True,True
2514,69,Male,Handbag,Accessories,53,Washington,L,Teal,Winter,3.5,No,2-Day Shipping,No,No,42,Cash,Annually,True,True
2518,64,Male,Shirt,Clothing,38,Wyoming,L,Orange,Spring,2.9,No,Standard,No,No,10,Venmo,Annually,True,True
2521,64,Male,Jacket,Outerwear,56,Illinois,L,Magenta,Summer,3.1,No,Next Day Air,No,No,16,Cash,Every 3 Months,True,True
2525,60,Male,Coat,Outerwear,59,Kansas,M,Purple,Spring,3.7,No,Express,No,No,23,Credit Card,Quarterly,True,True
2534,66,Male,Jewelry,Accessories,46,Pennsylvania,S,Blue,Summer,3.1,No,Standard,No,No,49,Cash,Bi-Weekly,True,True
2543,61,Male,Jewelry,Accessories,22,Arkansas,M,White,Winter,3.7,No,Express,No,No,27,PayPal,Annually,True,True
2547,63,Male,Boots,Footwear,21,Texas,L,Gray,Summer,3.0,No,Express,No,No,4,Credit Card,Quarterly,True,True
2553,61,Male,Belt,Accessories,48,Maryland,XL,Purple,Spring,3.2,No,2-Day Shipping,No,No,13,Credit Card,Annually,True,True
2554,69,Male,Jewelry,Accessories,25,Vermont,M,Maroon,Summer,4.5,No,Store Pickup,No,No,28,Venmo,Every 3 Months,True,True
2558,70,Male,Shorts,Clothing,23,Oklahoma,L,Cyan,Spring,3.9,No,Standard,No,No,17,PayPal,Fortnightly,True,True
2564,69,Male,Backpack,Accessories,81,Massachusetts,XL,Gray,Winter,4.5,No,Standard,No,No,1,Venmo,Every 3 Months,True,True
2580,65,Male,Blouse,Clothing,20,Minnesota,M,Purple,Summer,3.7,No,Express,No,No,40,Venmo,Weekly,True,True
2584,69,Male,Jeans,Clothing,93,Oklahoma,M,Lavender,Fall,2.5,No,Next Day Air,No,No,9,Cash,Weekly,True,True
2597,63,Male,Shirt,Clothing,78,Louisiana,L,Black,Spring,3.0,No,Next Day Air,No,No,35,Credit Card,Monthly,True,True
2598,60,Male,Jewelry,Accessories,25,Alabama,XL,Teal,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Bi-Weekly,True,True
2599,64,Male,Backpack,Accessories,86,Nevada,XL,Olive,Fall,3.3,No,Express,No,No,31,Debit Card,Annually,True,True
2600,63,Male,Jewelry,Accessories,99,Vermont,M,Gold,Winter,3.4,No,Express,No,No,48,Credit Card,Monthly,True,True
2602,61,Male,Dress,Clothing,33,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,No,43,Cash,Monthly,True,True
2603,65,Male,Coat,Outerwear,44,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,No,1,Venmo,Quarterly,True,True
2604,69,Male,Dress,Clothing,58,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,No,8,Cash,Annually,True,True
2607,68,Male,Shoes,Footwear,98,Nevada,L,Turquoise,Spring,4.7,No,Standard,No,No,46,Bank Transfer,Bi-Weekly,True,True
2610,66,Male,Backpack,Accessories,95,Arkansas,M,Black,Summer,3.0,No,Store Pickup,No,No,18,Debit Card,Bi-Weekly,True,True
2611,66,Male,Jeans,Clothing,93,West Virginia,M,Violet,Spring,3.1,No,Express,No,No,25,Cash,Quarterly,True,True
2617,61,Male,Sandals,Footwear,55,Georgia,XL,Purple,Spring,3.6,No,Express,No,No,46,Cash,Annually,True,True
2619,70,Male,Handbag,Accessories,77,Louisiana,L,Brown,Fall,4.1,No,Express,No,No,12,Venmo,Monthly,True,True
2620,68,Male,Pants,Clothing,40,Connecticut,L,Indigo,Winter,3.9,No,Free Shipping,No,No,47,Credit Card,Weekly,True,True
2623,63,Male,Backpack,Accessories,75,New Hampshire,M,Yellow,Spring,4.9,No,2-Day Shipping,No,No,15,Credit Card,Annually,True,True
2628,66,Male,Shirt,Clothing,26,Missouri,L,Silver,Fall,3.6,No,Next Day Air,No,No,40,Bank Transfer,Quarterly,True,True
2630,61,Male,Scarf,Accessories,44,New Hampshire,M,Peach,Winter,3.8,No,Free Shipping,No,No,25,Venmo,Annually,True,True
2648,60,Male,Shoes,Footwear,58,South Carolina,M,Red,Summer,3.3,No,2-Day Shipping,No,No,25,Debit Card,Annually,True,True
2654,67,Female,Blouse,Clothing,36,Wisconsin,L,Lavender,Fall,4.8,No,Express,No,No,24,Venmo,Every 3 Months,True,True
2666,70,Female,T-shirt,Clothing,71,Louisiana,L,Red,Winter,3.5,No,Store Pickup,No,No,4,Venmo,Weekly,True,True
2674,67,Female,Hoodie,Clothing,21,Nevada,M,Olive,Summer,2.6,No,2-Day Shipping,No,No,4,Cash,Monthly,True,True
2684,68,Female,Backpack,Accessories,30,Montana,M,Indigo,Summer,4.2,No,Next Day Air,No,No,21,Cash,Fortnightly,True,True
2688,61,Female,Dress,Clothing,75,Delaware,M,White,Fall,3.6,No,2-Day Shipping,No,No,12,Debit Card,Bi-Weekly,True,True
2695,66,Female,Sunglasses,Accessories,27,Louisiana,M,Olive,Spring,4.9,No,Express,No,No,34,Credit Card,Every 3 Months,True,True
2703,70,Female,Shoes,Footwear,37,Texas,L,Gray,Fall,4.0,No,Next Day Air,No,No,39,Debit Card,Fortnightly,True,True
2706,65,Female,Jacket,Outerwear,81,Washington,S,Turquoise,Spring,5.0,No,Store Pickup,No,No,1,Credit Card,Bi-Weekly,True,True
2711,69,Female,Jacket,Outerwear,51,Wisconsin,L,Purple,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Fortnightly,True,True
2720,69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,No,Free Shipping,No,No,4,Bank Transfer,Monthly,True,True
2726,64,Female,Backpack,Accessories,99,Mississippi,S,Violet,Summer,2.7,No,Free Shipping,No,No,4,Debit Card,Annually,True,True
2735,63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly,True,True
2742,68,Female,Dress,Clothing,81,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,No,41,Venmo,Monthly,True,True
2744,61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,No,2-Day Shipping,No,No,17,Venmo,Quarterly,True,True
2750,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually,True,True
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly,True,True
2760,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Every 3 Months,True,True
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly,True,True
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly,True,True
2767,66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,No,47,Credit Card,Monthly,True,True
2779,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly,True,True
2780,61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly,True,True
2782,65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly,True,True
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,No,10,Venmo,Every 3 Months,True,True
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly,True,True
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,No,30,PayPal,Annually,True,True
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months,True,True
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Standard,No,No,27,Debit Card,Quarterly,True,True
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Store Pickup,No,No,19,Credit Card,Quarterly,True,True
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,No,1,Credit Card,Every 3 Months,True,True
